,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Prentiss Nixon,11,JR,G,6-1,180,"Bolingbrook, IL",Bolingbrook HS, 16.1 Pts,3.2 Reb,2.0 Ast
1,Deion James,20,JR,F,6-8,205,"Tucson, AZ",Empire HS, 10.4 Pts,5.3 Reb,1.6 Ast
2,Che Bob,10,SR,F,6-6,220,"Charlotte, NC",Kennedy Charter School, 9.9 Pts,5.9 Reb,1.8 Ast
3,Nico Carvacho,32,SO,F,6-10,225,"Frisco, TX",Sunrise Christian Academy, 9.2 Pts,10.3 Reb,2.2 Ast
4,Anthony Bonner,15,SO,G,6-2,170,"Lawrence, KS",Lawrence HS, 8.9 Pts,2.7 Reb,1.3 Ast
5,J.D. Paige,22,,G,6-3,166,,, 10.4 Pts,3.0 Reb,2.5 Ast
6,Raquan Mitchell,3,SO,G,6-3,178,"Homestead, FL",Southridge HS, 7.0 Pts,2.9 Reb,1.6 Ast
7,Lorenzo Jenkins,13,SO,G,6-7,210,"Naples, FL",First Baptist Academy (FL), 3.6 Pts,2.1 Reb,0.2 Ast
8,Robbie Berwick,14,JR,G,6-4,188,"Atascadero, CA",Atascadero HS, 2.5 Pts,0.6 Reb,0.8 Ast
9,Logan Ryan,21,FR,F,6-9,,"Plymouth, MI",, 2.3 Pts,1.7 Reb,0.3 Ast
10,Juan Sabino II,12,,G,5-11,170,"Fountain, CO",Fountain Fort Carson High School, 1.0 Pts,1.5 Reb,0.0 Ast
11,Kris Martin,30,,G,6-6,180,"Frisco, TX",Kimball HS,,,
12,Zo Tyson,1,,F,6-9,195,,,,,
